,Q16288,P54764,O43353,P48736,P06239,P43405,Q13523,Q15375,P29320,P21127,O43293,O75914,P57078,P22612,Q13163,Q13976,P00533,Q5VT25,P32298,P04629,Q06187,P36888,Q13233,Q14004,Q9Y4K4,P16234,Q92769,Q9Y5N1,Q9Y6F1,Q13555,O60285,P15735,Q15831,Q13131,Q12866,Q9P1W9,Q00535,Q9ULX7,P08922,P37023,Q9UQM7,Q16512,P07332,Q9UHD2,P62993,P42680,P49840,P09619,P35916,Q16539,P11274,Q15303,P29376,P35968,P11309,O14965,O15146,Q9BWU1,O75582,Q92772,P08238,P29597,P54756,O75676,Q9H2K8,P41597,P28072,Q09013,P51451,P07948,Q9UL54,Q9Y2K2,P30291,O00506,Q8TBX8,Q96L34,P07333,Q15349,Q9UM73,P11362,Q96GD4,P22694,Q01959,P51956,P09874,P17948,Q02779,P50613,P08173,Q9Y2U5,Q13177,O00444,P29317,P07949,P36897,P57058,Q04912,P19784,Q07002,P08069,Q9H422,Q86V86,Q9H1R3,O43570,P08172,Q8N4C8,Q05397,P22607,P16083,Q13188,P08684,Q9UBN7,P41240,P41743,P17252,P23458,P04626,Q9BY41,Q9NSY1,Q16665,P15056,O14976,Q9BUB5,P25440,Q9UKE5,Q06418,P29322,P06241,P18089,Q8TDR2,Q9UIK4,Q86Y07,P08581,Q8IYT8,Q9UBF8,Q9H0K1,P49759,Q9Y6R4,O94804,Q92731,P62942,P42685,Q8IVH8,O75716,P35354,P16591,P07947,P51617,Q52WX2,O00519,P04035,Q9P286,Q9UPZ9,Q9Y616,P52732,Q9HAZ1,Q9BQI3,Q16832,P21802,Q08345,Q8NE63,Q05513,Q13557,Q12852,P17612,P14867,P00519,Q8N5S9,Q04771,Q15910,P04049,P06213,Q9H2K2,O75385,O60331,P21860,P49841,Q9UNQ0,P78356,Q9P2K8,P10275,Q13546,P36896,P27361,P45984,Q02750,P42684,O15379,Q9UF33,Q9Y6E0,Q14164,O96013,P10398,Q9UBE0,P19525,Q13043,Q8NI60,Q16620,P41595,P80192,Q96DB2,Q16513,Q9UQL6,Q9Y2H9,Q00537,Q15139,P52333,Q9UQB9,Q6XUX3,P49674,Q7RTN6,P35372,P08631,P62158,Q13547,Q15746,Q6PHR2,Q9NYL2,O15357,P49336,P08235,P53355,P33981,P53350,P54760,O96017,P24864,Q00534,P54762,Q9UEE5,Q9UQ88,P42336,Q96D53,Q6P3R8,Q13470,Q07912,Q5S007,P12931,P35218,O00141,P35590,Q9Y6Q9,Q9UBE8,Q9UK32,Q9BX84,P27037,Q9UPE1,P06493,Q96RR4,Q9NQU5,O43318,Q9BVS4,P27448,P42338,O60674,O94956,O14920,Q2M2I8,Q8TDC3,P23975,Q8TD19,Q14289,P54619,Q969S8,P68400,P54646,P26927,Q9Y572,P29323,O14757,P45983,Q9BYT3,Q7KZI7,Q56UN5,P48426,P33527,Q9HC98,P36507,P57059,Q9NYY3,P25100,Q15418,Q12851,Q08881,Q13451,O75116,P80370,Q9UGN5,Q59H18,Q13535,P06756,Q9NY57,P53779,P0C264,P10721,P14780,P24557,P78362,P30530,Q00536,P10276,Q05655,Q13315,P11802,Q16790,O15197,P20309,Q9Y463,P42345,P14616,O94921,P04792,Q15465,P28223,Q8IU85,Q9P289,Q13873,Q9NRH2,O94768,P56524,Q15759,P50750,Q9H2G2,Q96SB4,P11511,P18405,P09769,O14578,P07451,P41440,O15530,Q02763,Q9Y478,Q15059,Q16584,Q00526,P51813,Q12931,Q86YV6,Q04759,P24723,Q02156,O94806,Q8TDU6,P23443,Q9H2X6,O00329,Q8WU08,P53671,Q9BXA7,Q96S53,Q9H093,Q92918,O00750,P28062,P28065,P53667,Q8WTQ7,P12268,P51955,Q9NWZ3,Q53EL6,P48730,Q9BRS2,Q99759,P51957,O95819,Q13490,P20794,Q07820,O00238,Q86Z02,Q99720,Q13153,O43283,Q06278,P24941,O14733,P34947,O95835,Q9NRP7,P53778,P22455,P08575,Q7L7X3,P04150,Q13509,P23219,P39877,Q92753,Q8TEK3,Q9H9B1,P51812,P49760,Q14680,P14635,O15297,Q99570,P49137,O14730,Q8NEB9,Q9P0L2,P43403,P51843,P05129,P10415,P09237,P00918,O14980,O76039,O15075,O00571,P22748,O75747,Q13882,P67870,P23280,P03372,P20248,Q9H3R0,Q9C098,P42681,Q15125,Q96KQ7,P18825,O00311,Q13627,Q8IY84,Q8TD08,P49761,O14936,O15264,O75460,P54753,Q96FL8,Q9BXW9,P19793,Q9Y2T1,P55072,Q13164,O00443,P68106,P30519,Q16816,Q06210,Q96NX5,Q15569,Q9NRM7,P14902,Q32MK0,O43172,P31749,P78536,P14207,P36894,Q8IVW4,P0C1S8,P78368,Q9H4B4,P11474,P21709,Q96NT5,P08254,O15111,P08913,Q14012,P98170,Q9NZK7,P51817,P21453,Q9UKV0,Q15131,Q9UNK4,Q9NZJ5,Q15208,Q58F21,P04818,Q13237,Q9BZL6,Q15393,P35398,Q15835,Q16566,Q12809,P18031,Q9Y243,O14684,Q8TDX7,P45985,P30085,P61073,Q8WUI4,Q00987,O00764,Q9UEW8,P34913,P35462,P40306,Q8N752,Q99835,Q13464,P42229,P52564,P00915,Q86UE8,P28482,P03956,P05231,P11021,Q9HBY8,P07900,O60885,P11229,Q8N1Q1,O43683,Q16659,P14555,Q96PY6,P06730,Q96Q40,P61160,Q8N568,Q8NG66,P05771,Q8NFD2,Q9HBH9,Q13554,P16455,Q99755,P08253,O15496,P31751,P20813,P46734,Q92499,O60563,O95271,Q13705,Q16644,B2RXH2,P37173,P08185,P06401,Q08209,P15104,Q9BZM2,P43166,Q9H3Y6,Q9UKI8,P28335,P14416,P07237,P52209,P48729,Q96BR1,Q00613,P31645,P05177,P50406,Q16548,P28074,P22303,Q99640,P15328,Q13489,Q9Y2D0,P21452,P01112,P42679,Q9Y6L6,Q99500,P04054,P22894,P13631,O95977,P42356,Q92793,P09038,P43490,P28702,Q9NZ45,P16152,P27986,Q9BY08,P42330,Q9UIF9,Q9NWT8,P56704,Q13418,Q9Y4C1,P05093,P14625,Q07817,Q92630,P31689,Q9Y5S2,Q6DT37,P55263,P23284,Q04760,Q96JM7,Q8IW41,P10826,P30281,Q8TF76,P00374,P00813,Q6P5Z2,O95747,Q9Y2H1,O14744,Q8WXR4,Q8IWQ3,O15554,P48443,P01375,Q01538,Q09472,Q9UIF8,P41145,Q13093,P0DMS8,Q15118,Q9H237,P45452,Q02224,Q86VL8,O15054,P04156,P15121,Q96RI1,P31213
CHEMBL2403108,,,,,672.0,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,,141.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.349998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6699981689453,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.08999633789062,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.889999389648438,929.2100219726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.6500244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL296468,,,,,,,,,,98.0,,,,,,,,,,,,,,356.1400146484375,,,,,,,,460.0,,,,,50.0,,,,,,,,,,125.0,,,,,,,,,,,950.0,,41.0,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,44.0,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,398.0,,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.190000057220459,,,,,950.0,,,,,,,,,,199.0,,,,,,,68.13999938964844,141.57000732421875,,440.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.2699966430664,,,,,,,,251.0,,,690.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.1300048828125,,,,260.0,,,,794.0,,,,,,,,,,158.0,,,,,,,,,,,,,,,1.7000000476837158,,,,,,,,,,,,,,,,,,,120.0,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,740.0,,,,,,,,,,,,,,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGWRKYUXBBNENE-UHFFFAOYSA-N,890.0,,,,,,,,,,,,,,,,,,,,,55.40999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.010000228881836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL494089,,,,,,,,,,,560.0,,,,,87.97000122070312,,,,,,,,,,,,,,,420.0,,,,,680.0,,,,,,39.36000061035156,,,,,274.9700012207031,,,,,,,,940.0,,,,160.0,,,,,851.489990234375,,,,,,,,,,,,,,,,,,35.540000915527344,,,,,,,,340.0,270.0,,,,,,,,,,200.0,750.0,,,,,,,,,,,,,566.2000122070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.899999618530273,,,,,,,,,,,,,19.0,,,,,,,,,,,,427.9599914550781,,,,,,,,,,,,,,,48.959999084472656,,,,,,,,,,892.3699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.89999389648438,,,203.83999633789062,,,,,,,,,,,,,,,,,,,,350.8599853515625,33.0,,,,,,,,,,,,956.030029296875,,,,,,,,,,,,,,,,73.22000122070312,,,,,,,,,,,,,,,,,,,,,,,,,,793.0,,,,,,,,,,,,9.65999984741211,2.4000000953674316,5.300000190734863,990.0,,,390.0,,,,,,86.0,,,,,,380.0,,,,,,,880.0,,,,,,,510.0,,550.0,,,,,,74.08000183105469,,,,,620.0,,,,,,,,,730.0,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,2.200000047683716,,,,,,,,,,,,,,,,,7.199999809265137,,,,,,,,,3.0999999046325684,,,,610.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.2200012207031,,,,,,,,2.0999999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL502835,32.0,,,,68.80999755859375,,8.399999618530273,,,,,210.0,440.0,,180.47999572753906,14.0,,,17.0,,,4.019999980926514,,,,16.0,,,,,160.0,260.0,18.0,,8.5,,,,,,,740.0,,,462.45001220703125,,430.0,30.889999389648438,95.0,,301.3399963378906,,150.0,13.0,,,590.0,,200.0,,,268.5,,620.0,,,,,380.0,940.0,,,,,,,48.0,58.0,31.0,,981.8099975585938,,,,,63.0,,300.0,,,,53.0,,3.0399999618530273,,,,890.0,510.0,62.0,850.0,,,,,,210.0,116.5,,762.0499877929688,,,,,,,,,,,,,,,,,,,,810.0,,,340.0,380.0,,121.94000244140625,8.800000190734863,,822.8499755859375,,,,290.0,18.0,,,968.6599731445312,120.0,110.0,,,,,,,18.0,,15.729999542236328,350.0,19.950000762939453,,,,140.0,,,64.0,630.0,600.0,,,24.0,,340.0,,,83.0,,17.0,,,240.0,,,,10.0,,,940.0,110.0,172.91000366210938,,,,,169.27999877929688,,19.0,,220.0,,,,,93.0,990.0,8.199999809265137,190.0,,230.0,,,,,,290.0,60.0,,226.1699981689453,,,,22.0,,,,,,550.0,110.0,,,,,210.0,,41.5,580.0,,,,,,230.0,,,12.0,,920.0,,4.099999904632568,,770.0,,104.5999984741211,,,63.0,,,,81.0,,,,84.0,,,,,630.0,,,5.199999809265137,,,,42.0,670.0,,,,290.0,210.0,,,,,,,,,270.0,,17.649999618530273,,,36.0,12.0,21.0,,,,440.0,,140.0,,,,21.0,470.0,,,,,,56.0,,670.0,,,,,37.0,,,300.0,,,,,,,,700.0,144.64999389648438,,,440.0,,,,640.0,,190.0,790.0,,,,,,21.0,35.0,,,,,,,,810.0,,,23.0,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,65.0,760.0,53.029998779296875,,,,,36.0,,,,,,,,,,,540.0,,,,,,,,,,770.0,860.0,,,,,,,,,,,,,,,,,,,,,,140.0,,260.0,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL572878,630.0,,,,125.0,,,,,290.0,,,300.0,,260.0,,,,400.0,316.0,,398.0,,,158.0,501.0,,,,,200.0,,,,,,,,158.0,,,,,490.0,,,,398.0,,,504.8599853515625,,501.0,316.0,,3.1622776985168457,300.0,199.0,,49.0,,199.0,,,81.0,,,,31.0,251.0,430.0,,,,,,,,,794.0,5.011872291564941,,,,,,398.0,,,,,25.0,630.0,12.0,,,794.0,400.0,,740.0,,,43.0,,,,,630.0,,510.0,,,,,,,,,387.2900085449219,,,,,,,,500.0,530.0,,,,,794.0,,,,,,120.0,,,,290.0,610.0,,,470.0,,,,,,,,,,,230.0,570.0,28.0,,,,190.0,,,15.0,,,,,,,,,,,,140.0,,,20.0,,,,,347.3699951171875,,,,,,,,,200.0,,316.0,,390.0,,,,,,,630.0,6.300000190734863,,,,,,,,,310.0,,290.3699951171875,,,,,,,,,,,,260.0,,,,83.0,,630.0,158.0,,,270.0,,,,,,240.0,,,,,250.0,,,251.0,,,353.1499938964844,,,,,,,400.0,350.0,,,,,,,,51.0,,,,,,,,,,63.0,,,,,,,,,,530.0,405.0,,,680.0,199.0,230.0,,,,,,28.0,,,,290.0,,,,,,,,,,,,,501.0,82.0,30.0,,790.0,,,,,450.0,,,680.0,,,,,,,,,,,,,,,,,530.0,72.0,,,,794.0,,,,,,,360.0,,,,,,,,,,,180.0,,,,,,,,,,79.0,,,,,,,,,,39.0,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3128043,,,,,,,,,,,,99.0,,65.55000305175781,,807.760009765625,,,,,,,,,,,,,,275.489990234375,,53.040000915527344,434.2099914550781,6.099999904632568,,,,,,,,,,376.57000732421875,,,,,,,,,,,,,,,,,,,,111.41000366210938,,,,,,,,,,,,29.260000228881836,,,,208.02999877929688,,353.8800048828125,,,,,,2.6500000953674316,,,190.0,667.9500122070312,,728.2000122070312,,,,,67.16000366210938,,,,,,,,,,,,,,,,873.47998046875,,,,,,,,,,,,,,,,,,,,,,89.56999969482422,,,,,,,,,802.0599975585938,,,,,,18.100000381469727,236.7899932861328,,,12.789999961853027,,,,,,,343.3999938964844,,935.3400268554688,,,,,,,,,,,,667.0900268554688,,,,,,,,,,939.1199951171875,,,369.30999755859375,657.5900268554688,71.37999725341797,,,,,,,,,,,,,13.619999885559082,,,,,,,,,,,,626.219970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,3.569999933242798,,,,,,2.509999990463257,,,104.7699966430664,,,,,,,,,,5.849999904632568,,,,,,,210.19000244140625,,,113.66000366210938,,,,,,,,,820.4199829101562,,,,,,,,,,,,,,,,,,,,974.27001953125,,,,,,,,,,,,,,17.31999969482422,,,,,,,,,,,,,,,,,9.239999771118164,,,,,,,84.70999908447266,,,268.4100036621094,,357.32000732421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,157.2100067138672,,,,,,,,,,,,,100.44000244140625,,57.040000915527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.2900085449219,,,,,,,,,,,,,,,,,,,,,,,,,74.97000122070312,,,,243.8699951171875,,,,407.92999267578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL939,,,,,398.0,,,,,,,,,,600.0,,1.0499999523162842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0,,158.0,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,398.0,,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,807.9150390625,290.0,,,,,794.0,,,,,,,,316.0,,,,,,251.0,,,,,,316.0,560.0,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,790.0,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL554,,,,,,,,,,,,,,,,,2.799999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5848932266235352,,,,,,,,,,,398.0,,,,,,,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL220241,,,,,,,,,,,501.0,,,,,158.0,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,316.0,501.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,794.0,,,,,398.0,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,25.0,,,31.6200008392334,,630.0,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,4.0,,,,,,,,,,,,,,,,5.011872291564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1622776985168457,794.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,50.0,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,1.7000000476837158,,,,,,,,,199.52999877929688,,,,,,,,,,,,,,,,630.0,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL522892,190.0,,,,711.5499877929688,,560.0,,,,,770.0,,,,,,,97.0,,,0.27000001072883606,,,,54.0,,,,794.3300170898438,240.0,,,,,,,,,,,,,,,,,35.400001525878906,580.0,,,,,68.0,,,830.0,,680.0,180.0,,,,420.3500061035156,,,,,190.0,785.8300170898438,,,,,,976.25,60.0,310.0,,242.52999877929688,910.1400146484375,,,,,69.0,,,,71.0,,,,22.84000015258789,,410.0,25.1200008392334,,,,,,92.0,,,105.45999908447266,,300.0,,,,,,,,360.20001220703125,,,64.55000305175781,,,,,,24.0,,,770.1300048828125,,,,,,54.0,,,,,550.0,,,,840.9600219726562,,,,590.6699829101562,170.0,,,,,,,,,,,410.0,,,,316.2300109863281,,,,59.0,,,,,,,721.3400268554688,,,350.0,,260.0,250.0,,320.0,,,,,,,,430.0,,,,,,,,720.0,,,,,,40.0,,,410.0,,,,,,,,,,967.6300048828125,,,,,,,,,,,,,830.0,,,,,,,,582.3099975585938,,,,,,,,,250.0,,158.49000549316406,,630.0,260.0,,,130.0,,,208.8000030517578,398.1099853515625,,,,929.989990234375,,,820.0,,,,,,,,12.0,,,,,,570.0,,,,530.0,,,,,,,,,630.9600219726562,,16.75,,,290.0,,430.0,,,,,,220.0,,,,,,,,,,540.0,,,,,,,300.0,420.0,,,190.0,,,,,,,,,,,,80.0,,,,,,570.0,500.0,,,,501.19000244140625,,,107.83999633789062,,,,,,,,,,,420.0,,,178.99000549316406,,,,,,,,170.0,,,,,954.8400268554688,,,,,,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,,,,,,,,,,,,,,,,640.0,,1.25,,530.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,,,,530.0,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1084546,794.0,,,,501.0,,,,,,,,,,,,,,,398.0,,398.0,,,125.0,,,,,,,,626.2100219726562,398.0,,,15.0,,12.0,,,,,,,,79.0,,251.0,,,,316.0,398.0,,125.0,,,,,,316.0,,,,,,,398.0,100.0,,,,,,50.0,,,199.0,630.0,63.0,,,,,794.0,199.0,19.0,,,,630.0,,316.0,,,251.0,997.6099853515625,,794.0,,,,,,630.0,0.6309573650360107,630.0,,,,,,,158.0,,,,,,,,,,,,,,,,,,251.0,,,199.0,363.0799865722656,,,,,39.0,,138.3699951171875,,814.2100219726562,,,,,,,,,,63.0,,,,,501.0,,,,158.49000549316406,,,,,,,501.0,,,,,100.0,,,,,,,,,,,,,501.0,,199.0,,,,,,39.0,,,,794.0,,,88.56999969482422,,,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,158.0,501.0,,,,,,,,,,63.0,316.0,,,,199.0,,79.0,,,,,,,3.1622776985168457,,,,,,,,,,,316.0,,,,,,,,,,,79.0,,,,,,,,,251.0,,,,,,199.0,,,,,,,,,,,,,,,,,12.40999984741211,,,,,,63.0,251.0,,,,,,,,,,,,443.5899963378906,,,,,398.0,,,,,,199.0,,,,,,,,,,,,,,,398.0,,,,,,630.0,,,,,,,,,,79.0,,,,,,,,199.0,,,,,,,,501.0,125.0,79.0,,,,,,,,,,,,,,,,,,,,,156.22000122070312,,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
